person_id,name,entity_type,related_film_count,has_wikipedia_text,intro_chars,wikitext_chars,source_url
Q22126767,七濑彩夏,演员,1,True,81,17322,https://zh.wikipedia.org/wiki/%E4%B8%83%E7%80%A8%E5%BD%A9%E5%A4%8F
Q557272,万桑·蓝东,演员,1,True,183,2797,https://zh.wikipedia.org/wiki/%E8%90%AC%E6%A1%91%C2%B7%E8%97%8D%E6%9D%B1
WP:9469514,万洛·隆甘迦,演员,1,True,178,1653,https://zh.wikipedia.org/wiki/%E8%90%AC%E6%B4%9B%C2%B7%E9%9A%86%E7%94%98%E8%BF%A6
WP:三亚·库纳空,三亚·库纳空,演员,1,False,0,0,
Q2779622,三宅健太,演员,1,True,101,33770,https://zh.wikipedia.org/wiki/%E4%B8%89%E5%AE%85%E5%81%A5%E5%A4%AA
Q37001,三船敏郎,演员,1,True,107,6751,https://zh.wikipedia.org/wiki/%E4%B8%89%E8%88%B9%E6%95%8F%E9%83%8E
Q16264425,上田丽奈,演员,1,True,231,68632,https://zh.wikipedia.org/wiki/%E4%B8%8A%E7%94%B0%E9%BA%97%E5%A5%88
Q229291,东妮·克莉蒂,演员,3,True,148,6397,https://zh.wikipedia.org/wiki/%E6%9D%B1%E5%A6%AE%C2%B7%E5%85%8B%E8%8E%89%E8%92%82
Q16237562,东尼·雷佛罗里,演员,3,True,216,2735,https://zh.wikipedia.org/wiki/%E6%9D%B1%E5%B0%BC%C2%B7%E9%9B%B7%E4%BD%9B%E7%BE%85%E9%87%8C
Q105258216,东达婉·丹缇维贾坤,演员,1,True,137,9609,https://zh.wikipedia.org/wiki/%E6%9D%B1%E9%81%94%E5%A9%89%C2%B7%E4%B8%B9%E7%B7%B9%E7%B6%AD%E8%B3%88%E5%9D%A4
Q984641,中村悠一,演员,1,True,104,60559,https://zh.wikipedia.org/wiki/%E4%B8%AD%E6%9D%91%E6%82%A0%E4%B8%80
Q958385,丹·史蒂文斯,演员,2,True,74,8343,https://zh.wikipedia.org/wiki/%E4%B8%B9%C2%B7%E5%8F%B2%E8%92%82%E6%96%87%E6%96%AF
Q1252051,丹·布卡廷斯基,演员,1,True,93,1125,https://zh.wikipedia.org/wiki/%E4%B8%B9%C2%B7%E5%B8%83%E5%8D%A1%E5%BB%B7%E6%96%AF%E5%9F%BA
Q105221,丹·艾克洛德,演员,1,True,516,11559,https://zh.wikipedia.org/wiki/%E4%B8%B9%C2%B7%E8%89%BE%E5%85%8B%E6%B4%9B%E5%BE%B7
NAME:丹增达拉,丹增达拉,演员,1,False,0,0,
Q23058828,丹妮尔·戴德维勒,演员,3,True,304,7956,https://zh.wikipedia.org/wiki/%E4%B8%B9%E5%A6%AE%E7%88%BE%C2%B7%E6%88%B4%E5%BE%B7%E7%B6%AD%E5%8B%92
Q51883189,丹妮拉·梅尔基奥,演员,1,True,81,6669,https://zh.wikipedia.org/wiki/%E4%B8%B9%E5%A6%AE%E6%8B%89%C2%B7%E6%A2%85%E7%88%BE%E5%9F%BA%E5%A5%A7
Q357762,丹尼·休斯顿,演员,5,True,513,4269,https://zh.wikipedia.org/wiki/%E4%B8%B9%E5%B0%BC%C2%B7%E4%BC%91%E6%96%AF%E9%A0%93
Q89552,丹尼·努奇,演员,1,True,47,1953,https://zh.wikipedia.org/wiki/%E4%B8%B9%E5%B0%BC%C2%B7%E5%8A%AA%E5%A5%87
Q4547,丹尼尔·克雷格,演员,4,True,876,71169,https://zh.wikipedia.org/wiki/%E4%B8%B9%E5%B0%BC%E5%B0%94%C2%B7%E5%85%8B%E9%9B%B7%E6%A0%BC
Q58592,丹尼尔·布尔,演员,3,True,137,6144,https://zh.wikipedia.org/wiki/%E4%B8%B9%E5%B0%BC%E7%88%BE%C2%B7%E5%B8%83%E7%88%BE
NAME:丹尼尔·柏哈兹,丹尼尔·柏哈兹,演员,1,False,0,0,
Q529413,丹尼尔·海尼,演员,2,True,151,6837,https://zh.wikipedia.org/wiki/%E4%B8%B9%E5%B0%BC%E7%88%BE%C2%B7%E6%B5%B7%E5%B0%BC
NAME:丹尼尔·罗布克,丹尼尔·罗布克,演员,1,False,0,0,
Q200768,丹尼斯·奎德,演员,1,True,217,7303,https://zh.wikipedia.org/wiki/%E4%B8%B9%E5%B0%BC%E6%96%AF%C2%B7%E5%A5%8E%E5%BE%B7
NAME:丹尼斯·法里纳,丹尼斯·法里纳,演员,1,False,0,0,
NAME:丹恩·德翰,丹恩·德翰,演员,1,False,0,0,
Q42101,丹泽尔·华盛顿,演员,1,True,282,14110,https://zh.wikipedia.org/wiki/%E4%B8%B9%E6%B3%BD%E5%B0%94%C2%B7%E5%8D%8E%E7%9B%9B%E9%A1%BF
Q1866182,丽芙·丽莎·弗里斯,演员,1,True,217,1025,https://zh.wikipedia.org/wiki/%E4%B8%BD%E8%8A%99%C2%B7%E4%B8%BD%E8%8E%8E%C2%B7%E5%BC%97%E9%87%8C%E6%96%AF
Q287596,丽莎·拉琵拉,演员,1,True,201,1254,https://zh.wikipedia.org/wiki/%E9%BA%97%E8%8E%8E%C2%B7%E6%8B%89%E7%90%B5%E6%8B%89
Q4947838,丽贝卡·弗格森,演员,3,True,157,22232,https://zh.wikipedia.org/wiki/%E4%B8%BD%E8%B4%9D%E5%8D%A1%C2%B7%E5%BC%97%E6%A0%BC%E6%A3%AE
NAME:丽贝卡·德·莫妮,丽贝卡·德·莫妮,演员,1,False,0,0,
Q230534,丽贝卡·豪尔,演员,3,True,831,23494,https://zh.wikipedia.org/wiki/%E4%B8%BD%E8%B4%9D%E5%8D%A1%C2%B7%E8%B1%AA%E5%B0%94
NAME:乌佐·阿杜巴,乌佐·阿杜巴,演员,1,False,0,0,
Q250878,乌拉萨雅·斯帕邦德,演员,1,True,258,7903,https://zh.wikipedia.org/wiki/%E4%B9%8C%E6%8B%89%E8%90%A8%E9%9B%85%C2%B7%E6%96%AF%E5%B8%95%E9%82%A6%E5%BE%B7
Q125017,乌玛·瑟曼,演员,6,True,57,8114,https://zh.wikipedia.org/wiki/%E4%B9%8C%E7%8E%9B%C2%B7%E7%91%9F%E6%9B%BC
Q2632981,乌苏拉·可贝萝,演员,1,True,198,32058,https://zh.wikipedia.org/wiki/%E7%83%8F%E8%98%87%E6%8B%89%C2%B7%E5%8F%AF%E8%B2%9D%E8%98%BF
Q131436107,乌萨·萨梅坎姆,演员,1,True,94,5032,https://zh.wikipedia.org/wiki/%E4%B9%8C%E8%90%A8%C2%B7%E8%90%A8%E6%A2%85%E5%9D%8E%E5%A7%86
Q20178,乔·佩西,演员,4,True,297,11988,https://zh.wikipedia.org/wiki/%E4%B9%94%C2%B7%E4%BD%A9%E8%A5%BF
Q27440303,乔·欧文,演员,2,True,147,13139,https://zh.wikipedia.org/wiki/%E5%96%AC%C2%B7%E6%AD%90%E6%96%87
Q313107,乔·汉姆,演员,4,True,112,44123,https://zh.wikipedia.org/wiki/%E5%96%AC%C2%B7%E6%BC%A2%E5%A7%86
NAME:乔·潘托利亚诺,乔·潘托利亚诺,演员,1,False,0,0,
Q296883,乔·潘托利亚诺,演员,3,True,75,2973,https://zh.wikipedia.org/wiki/%E5%96%AC%C2%B7%E6%BD%98%E6%89%98%E5%88%A9%E4%BA%9E%E8%AB%BE
NAME:乔·特科尔,乔·特科尔,演员,3,False,0,0,
NAME:乔·阿布拉汉姆斯,乔·阿布拉汉姆斯,演员,1,False,0,0,
NAME:乔丹·贝尔福特,乔丹·贝尔福特,演员,1,False,0,0,
Q112536,乔伊·金,演员,6,True,174,4148,https://zh.wikipedia.org/wiki/%E5%96%AC%E4%BC%8A%C2%B7%E9%87%91
NAME:乔伊纳·卢卡斯,乔伊纳·卢卡斯,演员,1,False,0,0,
Q19956730,乔吉娜·坎贝尔,演员,1,True,229,8961,https://zh.wikipedia.org/wiki/%E5%96%AC%E5%90%89%E5%A8%9C%C2%B7%E5%9D%8E%E8%B2%9D%E7%88%BE
NAME:乔安娜·卡西迪,乔安娜·卡西迪,演员,2,False,0,0,
NAME:乔安娜·拉姆利,乔安娜·拉姆利,演员,2,False,0,0,
WP:乔尼卡·T·吉布斯,乔尼卡·T·吉布斯,演员,1,False,0,0,
NAME:乔希·潘斯,乔希·潘斯,演员,1,False,0,0,
NAME:乔治·伯吉斯,乔治·伯吉斯,演员,1,False,0,0,
Q177311,乔瑟夫·高登-李维,演员,8,True,631,15134,https://zh.wikipedia.org/wiki/%E5%96%AC%E7%91%9F%E5%A4%AB%C2%B7%E9%AB%98%E7%99%BB-%E6%9D%8E%E7%B6%AD
NAME:乔瑟夫·高登·拉维特,乔瑟夫·高登·拉维特,演员,1,False,0,0,
NAME:乔瓦尼·瑞比西,乔瓦尼·瑞比西,演员,4,False,0,0,
Q313388,乔纳·希尔,演员,6,True,195,16791,https://zh.wikipedia.org/wiki/%E5%96%AC%E7%B4%8D%C2%B7%E5%B8%8C%E7%88%BE
Q435468,乔纳森·海德,演员,2,True,65,3760,https://zh.wikipedia.org/wiki/%E4%B9%94%E7%BA%B3%E6%A3%AE%C2%B7%E6%B5%B7%E5%BE%B7
NAME:乔西·佩克,乔西·佩克,演员,1,False,0,0,
Q472282,乔西·查尔斯,演员,2,True,162,1765,https://zh.wikipedia.org/wiki/%E5%96%AC%E8%A5%BF%C2%B7%E6%9F%A5%E7%88%BE%E6%96%AF
NAME:乔许·史都华,乔许·史都华,演员,1,False,0,0,
Q217004,乔许·哈却森,演员,3,True,235,6728,https://zh.wikipedia.org/wiki/%E5%96%AC%E8%A8%B1%C2%B7%E5%93%88%E5%8D%BB%E6%A3%AE
Q303957,乔许·哈奈特,演员,2,True,217,8607,https://zh.wikipedia.org/wiki/%E5%96%AC%E8%A8%B1%C2%B7%E5%93%88%E5%A5%88%E7%89%B9
Q41396,乔许·布洛林,演员,5,True,374,23441,https://zh.wikipedia.org/wiki/%E5%96%AC%E8%A8%B1%C2%B7%E5%B8%83%E6%B4%9B%E6%9E%97
Q27898655,乔许·欧康纳,演员,1,True,193,9358,https://zh.wikipedia.org/wiki/%E5%96%AC%E8%A8%B1%C2%B7%E6%AD%90%E5%BA%B7%E7%B4%8D
NAME:乔许·祖克曼,乔许·祖克曼,演员,1,False,0,0,
NAME:乔许·赫尔曼,乔许·赫尔曼,演员,1,False,0,0,
Q597515,乔许·霍普金斯,演员,1,True,127,792,https://zh.wikipedia.org/wiki/%E5%96%AC%E8%A8%B1%C2%B7%E9%9C%8D%E6%99%AE%E9%87%91%E6%96%AF
NAME:乔雅·福克斯,乔雅·福克斯,演员,2,False,0,0,
Q123329064,于适,演员,2,True,122,8490,https://zh.wikipedia.org/wiki/%E4%BA%8E%E9%80%82
NAME:云靖云,云靖云,演员,1,False,0,0,
NAME:亚伦·强森,亚伦·强森,演员,1,False,0,0,
Q45923,亚伦·泰勒-强森,演员,5,True,169,8915,https://zh.wikipedia.org/wiki/%E4%BA%9E%E5%80%AB%C2%B7%E6%B3%B0%E5%8B%92-%E5%BC%B7%E6%A3%AE
Q106828532,亚伦·皮埃尔,演员,2,True,202,7869,https://zh.wikipedia.org/wiki/%E4%BA%9E%E5%80%AB%C2%B7%E7%9A%AE%E5%9F%83%E7%88%BE
NAME:亚努皮·迪赛,亚努皮·迪赛,演员,1,False,0,0,
NAME:亚历·鲍德温,亚历·鲍德温,演员,1,False,0,0,
Q295592,亚历克斯·帕蒂弗,演员,1,True,142,5839,https://zh.wikipedia.org/wiki/%E4%BA%9E%E6%AD%B7%E5%85%8B%E6%96%AF%C2%B7%E5%B8%95%E8%92%82%E5%BC%97
NAME:亚历克斯·霍（）,亚历克斯·霍（）,演员,1,False,0,0,
Q2376200,亚历克赛·席列布瑞亚柯夫,演员,1,True,243,6644,https://zh.wikipedia.org/wiki/%E4%BA%9E%E6%AD%B7%E5%85%8B%E8%B3%BD%C2%B7%E5%B8%AD%E5%88%97%E5%B8%83%E7%91%9E%E4%BA%9E%E6%9F%AF%E5%A4%AB
Q350601,亚历山大·路德韦格,演员,1,True,122,4066,https://zh.wikipedia.org/wiki/%E4%BA%9E%E6%AD%B7%E5%B1%B1%E5%A4%A7%C2%B7%E8%B7%AF%E5%BE%B7%E9%9F%8B%E6%A0%BC
Q350424,亚历桑德罗·尼沃拉,演员,3,True,55,11045,https://zh.wikipedia.org/wiki/%E4%BA%9A%E5%8E%86%E6%A1%91%E5%BE%B7%E7%BD%97%C2%B7%E5%B0%BC%E6%B2%83%E6%8B%89
Q132952,亚当·山德勒,演员,1,True,125,10062,https://zh.wikipedia.org/wiki/%E4%BA%9E%E7%95%B6%C2%B7%E5%B1%B1%E5%BE%B7%E5%8B%92
Q4678990,亚当·崔佛,演员,3,True,431,24713,https://zh.wikipedia.org/wiki/%E4%BA%9E%E7%95%B6%C2%B7%E5%B4%94%E4%BD%9B
Q350589,亚当·帕利,演员,1,True,129,2715,https://zh.wikipedia.org/wiki/%E4%BA%9E%E7%95%B6%C2%B7%E5%B8%95%E5%88%A9
Q281964,亚当·戈德堡,演员,4,True,104,1305,https://zh.wikipedia.org/wiki/%E4%BA%9E%E7%95%B6%C2%B7%E6%88%88%E5%BE%B7%E5%A0%A1
Q201842,亚当·斯科特 (演员),演员,1,True,177,13155,https://zh.wikipedia.org/wiki/%E4%BA%9E%E7%95%B6%C2%B7%E6%96%AF%E7%A7%91%E7%89%B9_(%E6%BC%94%E5%93%A1)
NAME:亚曼达·普拉玛,亚曼达·普拉玛,演员,1,False,0,0,
Q27733932,亚莉安娜·黛博塞,演员,2,True,350,11065,https://zh.wikipedia.org/wiki/%E4%BA%9E%E8%8E%89%E5%AE%89%E5%A8%9C%C2%B7%E9%BB%9B%E5%8D%9A%E5%A1%9E
Q295498,亨利·卡维尔,演员,4,True,440,38342,https://zh.wikipedia.org/wiki/%E4%BA%A8%E5%88%A9%C2%B7%E5%8D%A1%E7%B6%AD%E7%88%BE
Q39072280,亨利·高汀,演员,1,True,108,12774,https://zh.wikipedia.org/wiki/%E4%BA%A8%E5%88%A9%C2%B7%E9%AB%98%E6%B1%80
Q110404775,仁科 (音乐人),演员,1,True,68,1229,https://zh.wikipedia.org/wiki/%E4%BB%81%E7%A7%91_(%E9%9F%B3%E4%B9%90%E4%BA%BA)
NAME:代少波,代少波,演员,1,False,0,0,
Q65054167,代斯,演员,1,True,92,2851,https://zh.wikipedia.org/wiki/%E4%BB%A3%E6%96%AF
Q78123456,任敏,演员,1,True,91,9941,https://zh.wikipedia.org/wiki/%E4%BB%BB%E6%95%8F
NAME:任贤齐,任贤齐,演员,1,False,0,0,
Q1200110,任贤齐,演员,1,True,63,39825,https://zh.wikipedia.org/wiki/%E4%BB%BB%E8%B3%A2%E9%BD%8A
Q191644,伊娃·格莲,演员,2,True,652,47168,https://zh.wikipedia.org/wiki/%E4%BC%8A%E5%A8%83%C2%B7%E6%A0%BC%E8%93%AE
Q342604,伊德瑞斯·艾尔巴,演员,5,True,371,13370,https://zh.wikipedia.org/wiki/%E4%BC%8A%E5%BE%B7%E7%91%9E%E6%96%AF%C2%B7%E8%89%BE%E5%B0%94%E5%B7%B4
Q438641,伊恩·哈丁,演员,1,True,93,3984,https://zh.wikipedia.org/wiki/%E4%BC%8A%E6%81%A9%C2%B7%E5%93%88%E4%B8%81
NAME:伊恩·葛鲁佛,伊恩·葛鲁佛,演员,1,False,0,0,
Q234141,伊恩·麦克夏恩,演员,4,True,268,7522,https://zh.wikipedia.org/wiki/%E4%BC%8A%E6%81%A9%C2%B7%E9%BA%A5%E5%85%8B%E5%A4%8F%E6%81%A9
NAME:伊森·索普,伊森·索普,演员,2,False,0,0,
Q5362676,伊莉莎白·戴比基,演员,2,True,119,9369,https://zh.wikipedia.org/wiki/%E4%BC%8A%E8%8E%89%E8%8E%8E%E7%99%BD%C2%B7%E6%88%B4%E6%AF%94%E5%9F%BA
Q237053,伊莎贝拉·弗尔曼,演员,2,True,122,5571,https://zh.wikipedia.org/wiki/%E4%BC%8A%E8%8E%8E%E8%B4%9D%E6%8B%89%C2%B7%E5%BC%97%E5%B0%94%E6%9B%BC
Q203840,伊莎贝拉·罗塞里尼,演员,2,True,185,6937,https://zh.wikipedia.org/wiki/%E4%BC%8A%E8%8E%8E%E8%B2%9D%E6%8B%89%C2%B7%E7%BE%85%E5%A1%9E%E9%87%8C%E5%B0%BC
Q20830731,伊莎贝拉·莫娜,演员,2,True,137,7928,https://zh.wikipedia.org/wiki/%E4%BC%8A%E8%8E%8E%E8%B2%9D%E6%8B%89%C2%B7%E8%8E%AB%E5%A8%9C
NAME:伊莱耶斯·加贝尔,伊莱耶斯·加贝尔,演员,1,False,0,0,
Q1342843,伊萨赫·德·班克尔,演员,2,True,120,9238,https://zh.wikipedia.org/wiki/%E4%BC%8A%E8%96%A9%E8%B5%AB%C2%B7%E5%BE%B7%C2%B7%E7%8F%AD%E5%85%8B%E7%88%BE
Q7184140,伍允龙,演员,2,True,142,18834,https://zh.wikipedia.org/wiki/%E4%BC%8D%E5%85%81%E9%BE%8D
Q201279,伍迪·哈里森,演员,7,True,240,60018,https://zh.wikipedia.org/wiki/%E4%BC%8D%E8%BF%AA%C2%B7%E5%93%88%E9%87%8C%E6%A3%AE
Q155775,休·博内威利,演员,1,True,78,1705,https://zh.wikipedia.org/wiki/%E4%BC%91%C2%B7%E5%8D%9A%E5%85%A7%E5%A8%81%E5%88%A9
Q129591,休·杰克曼,演员,11,True,156,35439,https://zh.wikipedia.org/wiki/%E4%BC%91%C2%B7%E5%82%91%E5%85%8B%E6%9B%BC
Q163286,休·格兰特 (演员),演员,2,True,157,8792,https://zh.wikipedia.org/wiki/%E4%BC%91%C2%B7%E6%A0%BC%E8%98%AD%E7%89%B9_(%E6%BC%94%E5%93%A1)
NAME:伯恩·戈曼,伯恩·戈曼,演员,1,False,0,0,
Q190162,佐伊·索尔达娜,演员,6,True,251,15397,https://zh.wikipedia.org/wiki/%E4%BD%90%E4%BC%8A%C2%B7%E7%B4%A2%E5%B0%94%E8%BE%BE%E5%A8%9C
NAME:佐藤二朗,佐藤二朗,演员,1,False,0,0,
NAME:何华超,何华超,演员,1,False,0,0,
Q58182303,何启华,演员,1,True,138,28323,https://zh.wikipedia.org/wiki/%E4%BD%95%E5%95%9F%E8%8F%AF
NAME:何思静,何思静,演员,1,False,0,0,
Q15909580,何瑷芸,演员,1,True,163,7595,https://zh.wikipedia.org/wiki/%E4%BD%95%E7%92%A6%E8%8A%B8
WP:何裕天,何裕天,演员,1,False,0,0,
NAME:何雪晴,何雪晴,演员,1,False,0,0,
Q267026,余男,演员,1,True,62,6680,https://zh.wikipedia.org/wiki/%E4%BD%99%E7%94%B7
NAME:余达志,余达志,演员,1,False,0,0,
Q104902570,佛列德·海辛尔,演员,3,True,135,3996,https://zh.wikipedia.org/wiki/%E4%BD%9B%E5%88%97%E5%BE%B7%C2%B7%E6%B5%B7%E8%BE%9B%E7%88%BE
Q54860781,佛洛里安·蒙特亚努,演员,1,True,160,2714,https://zh.wikipedia.org/wiki/%E4%BD%9B%E6%B4%9B%E9%87%8C%E5%AE%89%C2%B7%E8%92%99%E7%89%B9%E4%BA%9E%E5%8A%AA
Q22277803,佛萝伦丝·普伊,演员,3,True,233,15374,https://zh.wikipedia.org/wiki/%E4%BD%9B%E8%98%BF%E5%80%AB%E7%B5%B2%C2%B7%E6%99%AE%E4%BC%8A
Q7820932,佟丽娅,演员,3,True,153,25857,https://zh.wikipedia.org/wiki/%E4%BD%9F%E9%BA%97%E5%A9%AD
NAME:佟丽娅,佟丽娅,演员,1,False,0,0,
Q109986660,佩吉·陆,演员,2,True,419,6766,https://zh.wikipedia.org/wiki/%E4%BD%A9%E5%90%89%C2%B7%E9%99%B8
Q14752155,佩德罗·帕斯卡,演员,1,True,396,13050,https://zh.wikipedia.org/wiki/%E4%BD%A9%E5%BE%B7%E7%BE%85%C2%B7%E5%B8%95%E6%96%AF%E5%8D%A1
NAME:侯彦西,侯彦西,演员,1,False,0,0,
NAME:保罗·加法叶,保罗·加法叶,演员,2,False,0,0,
Q26921822,保罗·华特·豪泽,演员,3,True,192,7745,https://zh.wikipedia.org/wiki/%E4%BF%9D%E7%BE%85%C2%B7%E8%8F%AF%E7%89%B9%C2%B7%E8%B1%AA%E6%BE%A4
NAME:保罗·吉亚玛提,保罗·吉亚玛提,演员,3,False,0,0,
Q242707,保罗·彼特尼,演员,3,True,80,5824,https://zh.wikipedia.org/wiki/%E4%BF%9D%E7%BE%85%C2%B7%E5%BD%BC%E7%89%B9%E5%B0%BC
Q447892,保罗·索维诺,演员,2,True,327,5184,https://zh.wikipedia.org/wiki/%E4%BF%9D%E7%BE%85%C2%B7%E7%B4%A2%E7%B6%AD%E8%AB%BE
Q430922,保罗·莱瑟,演员,3,True,112,1489,https://zh.wikipedia.org/wiki/%E4%BF%9D%E7%BE%85%C2%B7%E8%90%8A%E7%91%9F
Q276525,保罗·路德,演员,3,True,306,16855,https://zh.wikipedia.org/wiki/%E4%BF%9D%E7%BE%85%C2%B7%E8%B7%AF%E5%BE%B7
Q343616,保罗·迪诺,演员,5,True,236,11078,https://zh.wikipedia.org/wiki/%E4%BF%9D%E7%BE%85%C2%B7%E8%BF%AA%E8%AB%BE
Q73367368,保罗·麦斯卡,演员,1,True,276,10743,https://zh.wikipedia.org/wiki/%E4%BF%9D%E7%BD%97%C2%B7%E9%BA%A6%E6%96%AF%E5%8D%A1
Q1138444,倍赏千惠子,演员,1,True,175,4162,https://zh.wikipedia.org/wiki/%E5%80%8D%E8%B3%9E%E5%8D%83%E6%83%A0%E5%AD%90
Q3135165,倪妮,演员,2,True,92,17335,https://zh.wikipedia.org/wiki/%E5%80%AA%E5%A6%AE
Q76478,克丝汀·邓斯特,演员,5,True,831,81761,https://zh.wikipedia.org/wiki/%E5%85%8B%E7%B5%B2%E6%B1%80%C2%B7%E9%84%A7%E6%96%AF%E7%89%B9
Q4488,克兰西·布朗,演员,2,True,177,17913,https://zh.wikipedia.org/wiki/%E5%85%8B%E8%98%AD%E8%A5%BF%C2%B7%E5%B8%83%E6%9C%97
Q113206,克拉克·格雷格,演员,7,True,539,45097,https://zh.wikipedia.org/wiki/%E5%85%8B%E6%8B%89%E5%85%8B%C2%B7%E6%A0%BC%E9%9B%B7%E6%A0%BC
Q126599,克莉丝汀·史都华,演员,2,True,288,42801,https://zh.wikipedia.org/wiki/%E5%85%8B%E8%8E%89%E7%B5%B2%E6%B1%80%C2%B7%E5%8F%B2%E9%83%BD%E8%8F%AF
Q38238309,克莉丝汀·弗洛赛斯,演员,1,True,175,16346,https://zh.wikipedia.org/wiki/%E5%85%8B%E8%8E%89%E7%B5%B2%E6%B1%80%C2%B7%E5%BC%97%E6%B4%9B%E8%B3%BD%E6%96%AF
Q229176,克莉丝汀·戴维斯,演员,1,True,83,4706,https://zh.wikipedia.org/wiki/%E5%85%8B%E8%8E%89%E7%B5%B2%E6%B1%80%C2%B7%E6%88%B4%E7%B6%AD%E6%96%AF
NAME:克莉丝汀·米利欧提,克莉丝汀·米利欧提,演员,1,False,0,0,
Q231382,克莉丝汀·薇格,演员,4,True,297,9622,https://zh.wikipedia.org/wiki/%E5%85%8B%E8%8E%89%E7%B5%B2%E6%B1%80%C2%B7%E8%96%87%E6%A0%BC
Q231811,克莉丝汀·钱诺维斯,演员,1,True,105,18320,https://zh.wikipedia.org/wiki/%E5%85%8B%E8%8E%89%E7%B5%B2%E6%B1%80%C2%B7%E9%8C%A2%E8%AB%BE%E7%B6%AD%E6%96%AF
Q5565254,克莱斯·邦,演员,1,True,217,14147,https://zh.wikipedia.org/wiki/%E5%85%8B%E8%90%8A%E6%96%AF%C2%B7%E9%82%A6
Q258793,克莱斯汀·瑞特,演员,1,True,184,11524,https://zh.wikipedia.org/wiki/%E5%85%8B%E8%90%8A%E6%96%AF%E6%B1%80%C2%B7%E7%91%9E%E7%89%B9
Q108489502,克萝伊·贝莉,演员,1,True,162,12502,https://zh.wikipedia.org/wiki/%E5%85%8B%E8%98%BF%E4%BC%8A%C2%B7%E8%B2%9D%E8%8E%89
Q178348,克里斯·埃文斯,演员,5,True,395,24113,https://zh.wikipedia.org/wiki/%E5%85%8B%E9%87%8C%E6%96%AF%C2%B7%E5%9F%83%E6%96%87%E6%96%AF
Q503706,克里斯·普瑞特,演员,5,True,411,22962,https://zh.wikipedia.org/wiki/%E5%85%8B%E9%87%8C%E6%96%AF%C2%B7%E6%99%AE%E7%91%9E%E7%89%B9
Q44144,克里斯·杰利可,演员,1,True,512,4588,https://zh.wikipedia.org/wiki/%E5%85%8B%E9%87%8C%E6%96%AF%C2%B7%E5%82%91%E5%88%A9%E5%8F%AF
Q1077549,克里斯·梅希纳,演员,1,True,362,2082,https://zh.wikipedia.org/wiki/%E5%85%8B%E9%87%8C%E6%96%AF%C2%B7%E6%A2%85%E5%B8%8C%E7%B4%8D
Q54314,克里斯·海姆斯沃斯,演员,7,True,345,10860,https://zh.wikipedia.org/wiki/%E5%85%8B%E9%87%8C%E6%96%AF%C2%B7%E6%B5%B7%E5%A7%86%E6%96%AF%E6%B2%83%E6%96%AF
Q21196625,克里斯·苏利文 (演员),演员,1,True,147,5903,https://zh.wikipedia.org/wiki/%E5%85%8B%E9%87%8C%E6%96%AF%C2%B7%E8%98%87%E5%88%A9%E6%96%87_(%E6%BC%94%E5%93%A1)
Q6438398,克里斯多佛·希夫哲,演员,1,True,163,2158,https://zh.wikipedia.org/wiki/%E5%85%8B%E9%87%8C%E6%96%AF%E5%A4%9A%E4%BD%9B%C2%B7%E5%B8%8C%E5%A4%AB%E5%93%B2
